geometry_id,layer_type,wkt,sa2_code,sa2_name,year,floor_index,building_category,consents_total,polygon_fill_color_hex,polygon_line_color_hex,polygon_line_width_m,polygon_extrude_elevation_m,base_elevation_m,valid_from,valid_to,timestamp,tooltip_html
tower_178500_2019,polygon,"POLYGON Z ((175.304630 -37.759319 0.0, 175.306221 -37.759319 0.0, 175.306221 -37.758062 0.0, 175.304630 -37.758062 0.0, 175.304630 -37.759319 0.0))",178500,Fairview Downs,2019,0,Houses,12,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Fairview Downs</strong><br><span>Year: 2019</span><br><span>Consents issued: 12</span><br><span>Dominant type: Houses</span></div>
tower_178500_2020,polygon,"POLYGON Z ((175.304630 -37.759319 120.0, 175.306221 -37.759319 120.0, 175.306221 -37.758062 120.0, 175.304630 -37.758062 120.0, 175.304630 -37.759319 120.0))",178500,Fairview Downs,2020,1,Houses,15,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Fairview Downs</strong><br><span>Year: 2020</span><br><span>Consents issued: 15</span><br><span>Dominant type: Houses</span></div>
tower_178500_2021,polygon,"POLYGON Z ((175.304630 -37.759319 240.0, 175.306221 -37.759319 240.0, 175.306221 -37.758062 240.0, 175.304630 -37.758062 240.0, 175.304630 -37.759319 240.0))",178500,Fairview Downs,2021,2,Houses,19,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Fairview Downs</strong><br><span>Year: 2021</span><br><span>Consents issued: 19</span><br><span>Dominant type: Houses</span></div>
tower_178500_2022,polygon,"POLYGON Z ((175.304630 -37.759319 360.0, 175.306221 -37.759319 360.0, 175.306221 -37.758062 360.0, 175.304630 -37.758062 360.0, 175.304630 -37.759319 360.0))",178500,Fairview Downs,2022,3,Houses,23,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Fairview Downs</strong><br><span>Year: 2022</span><br><span>Consents issued: 23</span><br><span>Dominant type: Houses</span></div>
tower_178500_2023,polygon,"POLYGON Z ((175.304630 -37.759319 480.0, 175.306221 -37.759319 480.0, 175.306221 -37.758062 480.0, 175.304630 -37.758062 480.0, 175.304630 -37.759319 480.0))",178500,Fairview Downs,2023,4,Townhouses,24,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Fairview Downs</strong><br><span>Year: 2023</span><br><span>Consents issued: 24</span><br><span>Dominant type: Townhouses</span></div>
tower_176101_2019,polygon,"POLYGON Z ((175.280450 -37.727041 0.0, 175.282040 -37.727041 0.0, 175.282040 -37.725784 0.0, 175.280450 -37.725784 0.0, 175.280450 -37.727041 0.0))",176101,Te Manatu,2019,0,Houses,17,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Te Manatu</strong><br><span>Year: 2019</span><br><span>Consents issued: 17</span><br><span>Dominant type: Houses</span></div>
tower_176101_2020,polygon,"POLYGON Z ((175.280450 -37.727041 120.0, 175.282040 -37.727041 120.0, 175.282040 -37.725784 120.0, 175.280450 -37.725784 120.0, 175.280450 -37.727041 120.0))",176101,Te Manatu,2020,1,Houses,28,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Te Manatu</strong><br><span>Year: 2020</span><br><span>Consents issued: 28</span><br><span>Dominant type: Houses</span></div>
tower_176101_2021,polygon,"POLYGON Z ((175.280450 -37.727041 240.0, 175.282040 -37.727041 240.0, 175.282040 -37.725784 240.0, 175.280450 -37.725784 240.0, 175.280450 -37.727041 240.0))",176101,Te Manatu,2021,2,Houses,36,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Te Manatu</strong><br><span>Year: 2021</span><br><span>Consents issued: 36</span><br><span>Dominant type: Houses</span></div>
tower_176101_2022,polygon,"POLYGON Z ((175.280450 -37.727041 360.0, 175.282040 -37.727041 360.0, 175.282040 -37.725784 360.0, 175.280450 -37.725784 360.0, 175.280450 -37.727041 360.0))",176101,Te Manatu,2022,3,Houses,47,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Te Manatu</strong><br><span>Year: 2022</span><br><span>Consents issued: 47</span><br><span>Dominant type: Houses</span></div>
tower_176101_2023,polygon,"POLYGON Z ((175.280450 -37.727041 480.0, 175.282040 -37.727041 480.0, 175.282040 -37.725784 480.0, 175.280450 -37.725784 480.0, 175.280450 -37.727041 480.0))",176101,Te Manatu,2023,4,Townhouses,57,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Te Manatu</strong><br><span>Year: 2023</span><br><span>Consents issued: 57</span><br><span>Dominant type: Townhouses</span></div>
tower_178400_2019,polygon,"POLYGON Z ((175.292938 -37.762335 0.0, 175.294529 -37.762335 0.0, 175.294529 -37.761078 0.0, 175.292938 -37.761078 0.0, 175.292938 -37.762335 0.0))",178400,Enderley North,2019,0,Houses,34,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Enderley North</strong><br><span>Year: 2019</span><br><span>Consents issued: 34</span><br><span>Dominant type: Houses</span></div>
tower_178400_2020,polygon,"POLYGON Z ((175.292938 -37.762335 120.0, 175.294529 -37.762335 120.0, 175.294529 -37.761078 120.0, 175.292938 -37.761078 120.0, 175.292938 -37.762335 120.0))",178400,Enderley North,2020,1,Houses,44,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Enderley North</strong><br><span>Year: 2020</span><br><span>Consents issued: 44</span><br><span>Dominant type: Houses</span></div>
tower_178400_2021,polygon,"POLYGON Z ((175.292938 -37.762335 240.0, 175.294529 -37.762335 240.0, 175.294529 -37.761078 240.0, 175.292938 -37.761078 240.0, 175.292938 -37.762335 240.0))",178400,Enderley North,2021,2,Houses,48,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Enderley North</strong><br><span>Year: 2021</span><br><span>Consents issued: 48</span><br><span>Dominant type: Houses</span></div>
tower_178400_2022,polygon,"POLYGON Z ((175.292938 -37.762335 360.0, 175.294529 -37.762335 360.0, 175.294529 -37.761078 360.0, 175.292938 -37.761078 360.0, 175.292938 -37.762335 360.0))",178400,Enderley North,2022,3,Houses,59,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Enderley North</strong><br><span>Year: 2022</span><br><span>Consents issued: 59</span><br><span>Dominant type: Houses</span></div>
tower_178400_2023,polygon,"POLYGON Z ((175.292938 -37.762335 480.0, 175.294529 -37.762335 480.0, 175.294529 -37.761078 480.0, 175.292938 -37.761078 480.0, 175.292938 -37.762335 480.0))",178400,Enderley North,2023,4,Houses,63,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Enderley North</strong><br><span>Year: 2023</span><br><span>Consents issued: 63</span><br><span>Dominant type: Houses</span></div>
tower_175902_2019,polygon,"POLYGON Z ((175.268564 -37.725811 0.0, 175.270154 -37.725811 0.0, 175.270154 -37.724554 0.0, 175.268564 -37.724554 0.0, 175.268564 -37.725811 0.0))",175902,Rototuna East,2019,0,Houses,29,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Rototuna East</strong><br><span>Year: 2019</span><br><span>Consents issued: 29</span><br><span>Dominant type: Houses</span></div>
tower_175902_2020,polygon,"POLYGON Z ((175.268564 -37.725811 120.0, 175.270154 -37.725811 120.0, 175.270154 -37.724554 120.0, 175.268564 -37.724554 120.0, 175.268564 -37.725811 120.0))",175902,Rototuna East,2020,1,Houses,43,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Rototuna East</strong><br><span>Year: 2020</span><br><span>Consents issued: 43</span><br><span>Dominant type: Houses</span></div>
tower_175902_2021,polygon,"POLYGON Z ((175.268564 -37.725811 240.0, 175.270154 -37.725811 240.0, 175.270154 -37.724554 240.0, 175.268564 -37.724554 240.0, 175.268564 -37.725811 240.0))",175902,Rototuna East,2021,2,Houses,53,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Rototuna East</strong><br><span>Year: 2021</span><br><span>Consents issued: 53</span><br><span>Dominant type: Houses</span></div>
tower_175902_2022,polygon,"POLYGON Z ((175.268564 -37.725811 360.0, 175.270154 -37.725811 360.0, 175.270154 -37.724554 360.0, 175.268564 -37.724554 360.0, 175.268564 -37.725811 360.0))",175902,Rototuna East,2022,3,Houses,65,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Rototuna East</strong><br><span>Year: 2022</span><br><span>Consents issued: 65</span><br><span>Dominant type: Houses</span></div>
tower_175902_2023,polygon,"POLYGON Z ((175.268564 -37.725811 480.0, 175.270154 -37.725811 480.0, 175.270154 -37.724554 480.0, 175.268564 -37.724554 480.0, 175.268564 -37.725811 480.0))",175902,Rototuna East,2023,4,Townhouses,72,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Rototuna East</strong><br><span>Year: 2023</span><br><span>Consents issued: 72</span><br><span>Dominant type: Townhouses</span></div>
tower_176202_2019,polygon,"POLYGON Z ((175.273029 -37.736551 0.0, 175.274619 -37.736551 0.0, 175.274619 -37.735293 0.0, 175.273029 -37.735293 0.0, 175.273029 -37.736551 0.0))",176202,Rototuna South East,2019,0,Houses,28,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Rototuna South East</strong><br><span>Year: 2019</span><br><span>Consents issued: 28</span><br><span>Dominant type: Houses</span></div>
tower_176202_2020,polygon,"POLYGON Z ((175.273029 -37.736551 120.0, 175.274619 -37.736551 120.0, 175.274619 -37.735293 120.0, 175.273029 -37.735293 120.0, 175.273029 -37.736551 120.0))",176202,Rototuna South East,2020,1,Houses,34,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Rototuna South East</strong><br><span>Year: 2020</span><br><span>Consents issued: 34</span><br><span>Dominant type: Houses</span></div>
tower_176202_2021,polygon,"POLYGON Z ((175.273029 -37.736551 240.0, 175.274619 -37.736551 240.0, 175.274619 -37.735293 240.0, 175.273029 -37.735293 240.0, 175.273029 -37.736551 240.0))",176202,Rototuna South East,2021,2,Houses,36,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Rototuna South East</strong><br><span>Year: 2021</span><br><span>Consents issued: 36</span><br><span>Dominant type: Houses</span></div>
tower_176202_2022,polygon,"POLYGON Z ((175.273029 -37.736551 360.0, 175.274619 -37.736551 360.0, 175.274619 -37.735293 360.0, 175.273029 -37.735293 360.0, 175.273029 -37.736551 360.0))",176202,Rototuna South East,2022,3,Houses,37,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Rototuna South East</strong><br><span>Year: 2022</span><br><span>Consents issued: 37</span><br><span>Dominant type: Houses</span></div>
tower_176202_2023,polygon,"POLYGON Z ((175.273029 -37.736551 480.0, 175.274619 -37.736551 480.0, 175.274619 -37.735293 480.0, 175.273029 -37.735293 480.0, 175.273029 -37.736551 480.0))",176202,Rototuna South East,2023,4,Houses,42,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Rototuna South East</strong><br><span>Year: 2023</span><br><span>Consents issued: 42</span><br><span>Dominant type: Houses</span></div>
tower_178000_2019,polygon,"POLYGON Z ((175.257358 -37.777941 0.0, 175.258950 -37.777941 0.0, 175.258950 -37.776684 0.0, 175.257358 -37.776684 0.0, 175.257358 -37.777941 0.0))",178000,Maeroa,2019,0,Houses,10,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Maeroa</strong><br><span>Year: 2019</span><br><span>Consents issued: 10</span><br><span>Dominant type: Houses</span></div>
tower_178000_2020,polygon,"POLYGON Z ((175.257358 -37.777941 120.0, 175.258950 -37.777941 120.0, 175.258950 -37.776684 120.0, 175.257358 -37.776684 120.0, 175.257358 -37.777941 120.0))",178000,Maeroa,2020,1,Houses,13,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Maeroa</strong><br><span>Year: 2020</span><br><span>Consents issued: 13</span><br><span>Dominant type: Houses</span></div>
tower_178000_2021,polygon,"POLYGON Z ((175.257358 -37.777941 240.0, 175.258950 -37.777941 240.0, 175.258950 -37.776684 240.0, 175.257358 -37.776684 240.0, 175.257358 -37.777941 240.0))",178000,Maeroa,2021,2,Houses,12,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Maeroa</strong><br><span>Year: 2021</span><br><span>Consents issued: 12</span><br><span>Dominant type: Houses</span></div>
tower_178000_2022,polygon,"POLYGON Z ((175.257358 -37.777941 360.0, 175.258950 -37.777941 360.0, 175.258950 -37.776684 360.0, 175.257358 -37.776684 360.0, 175.257358 -37.777941 360.0))",178000,Maeroa,2022,3,Houses,14,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Maeroa</strong><br><span>Year: 2022</span><br><span>Consents issued: 14</span><br><span>Dominant type: Houses</span></div>
tower_178000_2023,polygon,"POLYGON Z ((175.257358 -37.777941 480.0, 175.258950 -37.777941 480.0, 175.258950 -37.776684 480.0, 175.257358 -37.776684 480.0, 175.257358 -37.777941 480.0))",178000,Maeroa,2023,4,Houses,16,#2c7fb8cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Maeroa</strong><br><span>Year: 2023</span><br><span>Consents issued: 16</span><br><span>Dominant type: Houses</span></div>
tower_176400_2019,polygon,"POLYGON Z ((175.250678 -37.755879 0.0, 175.252269 -37.755879 0.0, 175.252269 -37.754621 0.0, 175.250678 -37.754621 0.0, 175.250678 -37.755879 0.0))",176400,Saint Andrews West,2019,0,Houses,23,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Saint Andrews West</strong><br><span>Year: 2019</span><br><span>Consents issued: 23</span><br><span>Dominant type: Houses</span></div>
tower_176400_2020,polygon,"POLYGON Z ((175.250678 -37.755879 120.0, 175.252269 -37.755879 120.0, 175.252269 -37.754621 120.0, 175.250678 -37.754621 120.0, 175.250678 -37.755879 120.0))",176400,Saint Andrews West,2020,1,Houses,25,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Saint Andrews West</strong><br><span>Year: 2020</span><br><span>Consents issued: 25</span><br><span>Dominant type: Houses</span></div>
tower_176400_2021,polygon,"POLYGON Z ((175.250678 -37.755879 240.0, 175.252269 -37.755879 240.0, 175.252269 -37.754621 240.0, 175.250678 -37.754621 240.0, 175.250678 -37.755879 240.0))",176400,Saint Andrews West,2021,2,Houses,34,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Saint Andrews West</strong><br><span>Year: 2021</span><br><span>Consents issued: 34</span><br><span>Dominant type: Houses</span></div>
tower_176400_2022,polygon,"POLYGON Z ((175.250678 -37.755879 360.0, 175.252269 -37.755879 360.0, 175.252269 -37.754621 360.0, 175.250678 -37.754621 360.0, 175.250678 -37.755879 360.0))",176400,Saint Andrews West,2022,3,Houses,43,#2c7fb8cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Saint Andrews West</strong><br><span>Year: 2022</span><br><span>Consents issued: 43</span><br><span>Dominant type: Houses</span></div>
tower_176400_2023,polygon,"POLYGON Z ((175.250678 -37.755879 480.0, 175.252269 -37.755879 480.0, 175.252269 -37.754621 480.0, 175.250678 -37.754621 480.0, 175.250678 -37.755879 480.0))",176400,Saint Andrews West,2023,4,Townhouses,51,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Saint Andrews West</strong><br><span>Year: 2023</span><br><span>Consents issued: 51</span><br><span>Dominant type: Townhouses</span></div>
tower_178701_2019,polygon,"POLYGON Z ((175.252109 -37.791278 0.0, 175.253700 -37.791278 0.0, 175.253700 -37.790021 0.0, 175.252109 -37.790021 0.0, 175.252109 -37.791278 0.0))",178701,Swarbrick,2019,0,Houses,31,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Swarbrick</strong><br><span>Year: 2019</span><br><span>Consents issued: 31</span><br><span>Dominant type: Houses</span></div>
tower_178701_2020,polygon,"POLYGON Z ((175.252109 -37.791278 120.0, 175.253700 -37.791278 120.0, 175.253700 -37.790021 120.0, 175.252109 -37.790021 120.0, 175.252109 -37.791278 120.0))",178701,Swarbrick,2020,1,Houses,41,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Swarbrick</strong><br><span>Year: 2020</span><br><span>Consents issued: 41</span><br><span>Dominant type: Houses</span></div>
tower_178701_2021,polygon,"POLYGON Z ((175.252109 -37.791278 240.0, 175.253700 -37.791278 240.0, 175.253700 -37.790021 240.0, 175.252109 -37.790021 240.0, 175.252109 -37.791278 240.0))",178701,Swarbrick,2021,2,Houses,54,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Swarbrick</strong><br><span>Year: 2021</span><br><span>Consents issued: 54</span><br><span>Dominant type: Houses</span></div>
tower_178701_2022,polygon,"POLYGON Z ((175.252109 -37.791278 360.0, 175.253700 -37.791278 360.0, 175.253700 -37.790021 360.0, 175.252109 -37.790021 360.0, 175.252109 -37.791278 360.0))",178701,Swarbrick,2022,3,Townhouses,67,#7fbc41cc,#1a1a1aff,10,120.0,360.0,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,1640995200,<div><strong>Swarbrick</strong><br><span>Year: 2022</span><br><span>Consents issued: 67</span><br><span>Dominant type: Townhouses</span></div>
tower_178701_2023,polygon,"POLYGON Z ((175.252109 -37.791278 480.0, 175.253700 -37.791278 480.0, 175.253700 -37.790021 480.0, 175.252109 -37.790021 480.0, 175.252109 -37.791278 480.0))",178701,Swarbrick,2023,4,Townhouses,79,#7fbc41cc,#1a1a1aff,10,120.0,480.0,2023-01-01T00:00:00.000Z,2023-12-31T00:00:00.000Z,1672531200,<div><strong>Swarbrick</strong><br><span>Year: 2023</span><br><span>Consents issued: 79</span><br><span>Dominant type: Townhouses</span></div>
tower_179901_2019,polygon,"POLYGON Z ((175.308711 -37.786594 0.0, 175.310302 -37.786594 0.0, 175.310302 -37.785336 0.0, 175.308711 -37.785336 0.0, 175.308711 -37.786594 0.0))",179901,Greensboro,2019,0,Houses,31,#2c7fb8cc,#1a1a1aff,10,120.0,0.0,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,1546300800,<div><strong>Greensboro</strong><br><span>Year: 2019</span><br><span>Consents issued: 31</span><br><span>Dominant type: Houses</span></div>
tower_179901_2020,polygon,"POLYGON Z ((175.308711 -37.786594 120.0, 175.310302 -37.786594 120.0, 175.310302 -37.785336 120.0, 175.308711 -37.785336 120.0, 175.308711 -37.786594 120.0))",179901,Greensboro,2020,1,Houses,40,#2c7fb8cc,#1a1a1aff,10,120.0,120.0,2020-01-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,1577836800,<div><strong>Greensboro</strong><br><span>Year: 2020</span><br><span>Consents issued: 40</span><br><span>Dominant type: Houses</span></div>
tower_179901_2021,polygon,"POLYGON Z ((175.308711 -37.786594 240.0, 175.310302 -37.786594 240.0, 175.310302 -37.785336 240.0, 175.308711 -37.785336 240.0, 175.308711 -37.786594 240.0))",179901,Greensboro,2021,2,Houses,45,#2c7fb8cc,#1a1a1aff,10,120.0,240.0,2021-01-01T00:00:00.000Z,2021-12-31T00:00:00.000Z,1609459200,<div><strong>Greensboro</strong><br><span>Year: 2021</span><br><span>Consents issued: 45</span><br><span>Dominant type: Houses</span></div>
